attempt,collected_frames,action/v_mean,action/w_mean,action/front_left_mean,action/front_right_mean,action/rear_left_mean,action/rear_right_mean
1,13369344,0.277530312538147,4.2569765355437994e-05,0.138367161154747,0.09195969253778458,0.06682448834180832,0.07982055842876434
1,13434880,0.24242408573627472,-5.018968295189552e-05,0.11510557681322098,0.07221531867980957,0.058396488428115845,0.07851774990558624
1,13500416,0.3170973062515259,-5.764850357081741e-07,0.06409350037574768,0.06509028375148773,0.05388830602169037,0.058608006685972214
1,13565952,0.2937520444393158,4.593511039274745e-05,0.02234218269586563,0.06558232009410858,0.03241633251309395,0.04762851819396019
1,13631488,0.25795796513557434,-7.398192246910185e-05,0.08334894478321075,0.1117798238992691,0.0812506228685379,0.06246400624513626
1,13697024,0.3101100027561188,-1.3562897947849706e-05,0.05279173702001572,0.07757414132356644,0.041508667171001434,0.0863567590713501
1,13762560,0.36114540696144104,-0.00010749306238722056,0.08944690227508545,0.06127959117293358,0.1072467565536499,0.0798301100730896
1,13828096,0.29086416959762573,8.421785605605692e-05,0.1113027036190033,0.0813295841217041,0.05468558892607689,0.02441062591969967
1,13893632,0.31243789196014404,8.38581399875693e-06,0.0719369649887085,0.06251758337020874,0.04149843379855156,0.048436813056468964
1,13959168,0.23494912683963776,7.10261010681279e-05,0.12206913530826569,0.07777786254882812,0.06021907925605774,0.053963273763656616
1,14024704,0.28798583149909973,3.318842573207803e-05,0.09954178333282471,0.07603868842124939,0.05948439985513687,0.09940966218709946
1,14090240,0.3124910593032837,-8.45535978442058e-05,0.07641993463039398,0.052978433668613434,0.09730090200901031,0.07017762959003448
1,14155776,0.23941627144813538,-4.4802320189774036e-05,0.08762384951114655,0.06549212336540222,0.10575586557388306,0.0726906806230545
